frameNo,label,confidence,xmin,ymin,xmax,ymax
1.0,pedestrian,0.8919318318367004,255.4028549194336,219.18764877319336,301.20838165283203,307.94766998291016
1.0,pedestrian,0.8799412250518799,497.6248168945313,157.42175674438477,529.8356323242188,234.2954635620117
1.0,pedestrian,0.8677135109901428,634.3795166015625,240.5658073425293,683.8927001953125,323.8073959350586
2.0,pedestrian,0.8917888402938843,255.95196533203125,219.60217666625977,306.7655639648437,308.8065948486328
2.0,pedestrian,0.8495354056358337,495.97462463378906,158.4330997467041,528.7139739990234,236.3708152770996
2.0,pedestrian,0.8430801033973694,632.0984802246094,240.4983787536621,675.8564758300781,325.89534759521484
3.0,pedestrian,0.8475112915039062,618.6479644775391,239.0567321777344,649.3842315673828,324.53414154052734
3.0,pedestrian,0.8426221013069153,273.44219970703125,216.00848007202148,307.4662170410156,302.3286437988281
3.0,pedestrian,0.8247678279876709,494.1175231933594,159.54757690429688,521.5911254882812,236.85490036010745
4.0,pedestrian,0.8608145117759705,281.08838653564453,211.78912925720212,314.76184844970703,301.541748046875
4.0,pedestrian,0.8530035018920898,598.4159545898438,239.50619316101077,647.6168518066406,324.0446319580078
4.0,pedestrian,0.8180820941925049,492.9731140136719,159.82735061645508,518.0859375,237.22247886657715
5.0,pedestrian,0.9001531004905701,282.4661865234375,210.70355987548828,322.2670440673828,302.1951942443848
5.0,pedestrian,0.8958420157432556,592.0235595703125,240.36642265319824,645.6917724609375,325.78658294677734
5.0,pedestrian,0.8346489071846008,488.2850189208984,161.9062042236328,516.3704681396484,239.3008689880371
6.0,pedestrian,0.910266935825348,287.1724548339844,210.93880462646484,328.3120880126953,302.5158576965332
6.0,pedestrian,0.8289790153503418,590.5909881591797,239.4550380706787,632.7033233642578,325.1916732788086
6.0,pedestrian,0.8178757429122925,483.72454833984375,163.0880241394043,514.9894409179688,241.54676628112796
7.0,pedestrian,0.9225451350212096,292.48743438720703,211.84014701843265,331.6842269897461,300.18871307373047
7.0,pedestrian,0.8530577421188354,482.0942687988281,162.79014015197754,511.8483581542969,240.8822479248047
7.0,pedestrian,0.7739583253860474,585.0849151611328,236.0903377532959,611.7936859130859,326.19376373291016
8.0,pedestrian,0.8596410751342773,478.1218872070313,163.05413818359375,506.87054443359375,241.7058620452881
8.0,pedestrian,0.8435678482055664,574.7502136230469,237.52831077575684,604.9951171875,324.5435485839844
8.0,pedestrian,0.8433631658554077,301.63716888427734,210.38715362548828,331.91370391845703,298.486759185791
9.0,pedestrian,0.8797025680541992,553.8759155273438,238.50995635986328,605.0564575195312,325.1942138671875
9.0,pedestrian,0.8557813763618469,308.55299377441406,208.90815353393555,336.66929626464844,295.11165618896484
9.0,pedestrian,0.8307602405548096,473.3683776855469,165.1589126586914,503.4850158691406,242.1602325439453
10.0,pedestrian,0.8810620903968811,314.7680053710937,206.41708946228027,356.0221710205078,292.3229141235352
10.0,pedestrian,0.825865626335144,463.1765441894531,166.75862503051758,499.89697265625,246.67326164245603
10.0,pedestrian,0.8242977857589722,548.9529418945312,237.49935150146484,581.5267639160156,325.6154365539551
